Station number,Station name,Region,rainfall,latitude,longitude,Elevation (m)
39083,ROCKHAMPTON AERO,QLD,0,-23.38,150.48,10
39089,THANGOOL AIRPORT,QLD,0,-24.49,150.57,193
39123,GLADSTONE RADAR,QLD,0,-23.86,151.26,75
39128,BUNDABERG AERO,QLD,0,-24.91,152.32,31
39193,MT LAWLESS TM,QLD,0,-25.55,151.66,104
39258,WALLA ALERT-B,QLD,0,-25.14,151.98,15
39259,EIDSVOLD BRIDGE,QLD,0,-25.38,151.08,165
39314,SEVENTEEN SEVENTY,QLD,0,-24.16,151.89,41
39319,ABERCORN TM,QLD,0,-25.13,151.13,184
39320,JONES WEIR TW TM,QLD,0,-25.59,151.3,104
39321,EIDSVOLD TM,QLD,0,-25.4,151.1,135
39326,GLADSTONE AIRPORT,QLD,0,-23.87,151.22,17
39338,OLD RANGE RD ALERT,QLD,0,-25.36,152.1,50
39339,NEARUM RD ALERT,QLD,0,-25.11,151.85,300
39340,MINGO CREEK ALERT,QLD,0,-25.32,151.72,100
39341,BYRNESTOWN ALERT,QLD,0,-25.52,151.76,120
39349,WESTWOOD TM,QLD,0,-23.63,150.15,160
40004,AMBERLEY AMO,QLD,0,-27.63,152.71,24
40043,CAPE MORETON LIGHTHOUSE,QLD,0,-27.03,153.47,100
40068,DOUBLE ISLAND POINT LIGHTHOUSE,QLD,0,-25.93,153.19,96
40078,EUMUNDI - CRESCENT RD,QLD,0,-26.48,152.95,93
40082,UNIVERSITY OF QUEENSLAND GATTON,QLD,0,-27.54,152.34,89
40093,GYMPIE,QLD,0,-26.18,152.64,65
40126,MARYBOROUGH,QLD,0,-25.51,152.72,9
40209,POINT LOOKOUT,QLD,0,-27.44,153.55,41
40211,ARCHERFIELD AIRPORT,QLD,0,-27.57,153.01,13
40224,ALDERLEY,QLD,0,-27.42,153,39
40284,BEERBURRUM FOREST STATION,QLD,0,-26.96,152.96,48
40334,BIGGENDEN ALERT,QLD,0,-25.51,152.04,125
40335,MT TAMBORINE ALERT,QLD,0,-27.97,153.21,520
40341,WONGAWALLAN ALERT,QLD,0,-27.88,153.21,360
40376,TYUNGUN ALERT,QLD,0,-28.09,153.16,200
40405,HERVEY BAY AIRPORT,QLD,0,-25.32,152.88,13
40416,CLEARVIEW TM,QLD,0,-28,153.31,3
40503,TALLEGALLA ALERT,QLD,0,-27.61,152.58,60
40714,ROUND MOUNTAIN TM,QLD,0,-28.07,152.93,44
40717,COOLANGATTA,QLD,0,-28.17,153.51,4
40738,BROMFLEET TM,QLD,0,-27.91,153.11,28
40754,RATHDOWNEY TM,QLD,0,-28.22,152.87,84
40761,WOLFFDENE ALERT,QLD,0,-27.78,153.19,0
40762,YARRAHAPPINI TM,QLD,0,-27.83,152.99,11
40764,GOLD COAST SEAWAY,QLD,0,-27.94,153.43,3
40777,IMBIL ALERT,QLD,0,-26.46,152.68,76
40778,ZACHARIAH TM,QLD,0,-26.36,152.63,90
40782,COORAN TM,QLD,0,-26.33,152.81,70
40784,CALAMVALE ALERT,QLD,0,-27.62,153.04,90
40785,CAROLE PARK ALERT,QLD,0,-27.6,152.95,80
40786,JINGLE DOWNS ALERT,QLD,0,-27.75,152.91,100
40788,FORESTDALE(JOHNSON RD)AL,QLD,0,-27.66,153,80
40790,MT GRAVATT ALERT,QLD,0,-27.54,153.06,195
40793,LYONS ALERT,QLD,0,-27.76,152.84,150
40794,GREENBANK(THOMPSON RD)AL,QLD,0,-27.7,152.93,80
40801,KANDANGA TM,QLD,0,-26.39,152.68,80
40811,KILKIVAN TM,QLD,0,-26.08,152.22,29
40814,MOY POCKET TM,QLD,0,-26.53,152.74,70
40816,AMBERLEY (DNRM) TM,QLD,0,-27.67,152.7,18
40818,MT CROSBY TM,QLD,0,-27.54,152.8,0
40820,SOMERSET DAM TM,QLD,0,-27.12,152.56,61
40822,GREGOR CREEK TM,QLD,0,-27,152.4,83
40823,ROSENTRETERS BRIDGE TM,QLD,0,-27.14,152.33,102
40824,FISHERMANS POCKET TM,QLD,0,-26.17,152.6,33
40825,MARODIAN TM,QLD,0,-25.9,152.35,19
40826,MIVA TM,QLD,0,-25.95,152.5,17
40827,BAN BAN TM,QLD,0,-25.71,151.81,122
40829,HELIDON TM,QLD,0,-27.54,152.11,124
40830,BELLBIRD CREEK TM,QLD,0,-26.63,152.7,95
40831,IPSWICH ALERT,QLD,0,-27.61,152.76,-999
40832,FOREST HOME TM,QLD,0,-28.2,152.77,110
40833,HOME PARK TM,QLD,0,-25.77,152.53,5
40836,ONE MILE BRIDGE ALERT,QLD,0,-27.63,152.75,0
40841,CROFTBY TM,QLD,0,-28.15,152.57,162
40842,BRISBANE AERO,QLD,0,-27.39,153.13,5
40844,BEECHMONT ALERT,QLD,0,-28.13,153.19,520
40845,BINNA BURRA ALERT,QLD,0,-28.2,153.19,780
40846,CLEARVIEW ALERT,QLD,0,-28,153.31,3
40847,HINZE DAM HW ALERT,QLD,0,-28.05,153.28,82
40848,LOWER SPRINGBROOK ALERT,QLD,0,-28.21,153.27,705
40856,RAINBOW BEACH,QLD,0,-25.9,153.09,14
40861,SUNSHINE COAST AIRPORT,QLD,0,-26.6,153.09,3
40865,CANNON COVE AL,QLD,0,-28.09,152.72,225
40867,KALBAR TM,QLD,0,-27.94,152.62,80
40868,MT JOSEPH TM,QLD,0,-25.74,152.24,120
40873,HARDING STREET ALERT,QLD,0,-27.64,152.79,-999
40874,BRISBANE ROAD ALERT,QLD,0,-27.61,152.91,-999
40875,BUNDAMBA SCHOOL ALERT,QLD,0,-27.61,152.81,-999
40876,WILSONS PEAK ALERT,QLD,0,-28.24,152.49,852
40878,WATERFORD ALERT,QLD,0,-27.69,153.14,0
40881,AIR SEA RESCUE ALERT,QLD,0,-27.95,153.42,3
40882,NUMINBAH ALERT,QLD,0,-28.17,153.22,152
40889,OAKWOOD TM,QLD,0,-26.45,152.49,200
40891,BROOWEENA TM,QLD,0,-25.6,152.26,164
40892,MT KANIGAN AL,QLD,0,-25.96,152.58,330
40893,GOOMBOORIAN ALERT,QLD,0,-26.06,152.77,80
40902,MUSKET FLAT MT ALERT,QLD,0,-25.5,152.38,200
40903,PACIFIC HAVEN ALERT,QLD,0,-25.24,152.53,10
40904,RAILWAY BRIDGE ALERT,QLD,0,-25.28,152.51,10
40905,UPPER CHERWELL ALERT,QLD,0,-25.29,152.41,30
40906,LENTHALLS DAM ALERT,QLD,0,-25.4,152.53,24
40907,HOWARD ALERT,QLD,0,-25.33,152.56,10
40908,TEWANTIN RSL PARK,QLD,0,-26.39,153.04,6
40912,FRANKLYN VALE ALERT,QLD,0,-27.76,152.47,160
40913,BRISBANE,QLD,0,-27.48,153.04,8
40922,KINGAROY AIRPORT,QLD,0,-26.57,151.84,434
40931,O\'REILLYS ALERT,QLD,0,-28.23,153.14,913
40932,DARLINGTON ALERT,QLD,0,-28.26,153.09,300
40933,FOXLEY ALERT,QLD,0,-28.27,153.03,178
40934,ROMANI ALERT,QLD,0,-27.85,152.91,39
40935,MACLEAN BRIDGE ALERT,QLD,0,-27.79,153.02,3
40936,LUMEAH ALERT,QLD,0,-28.06,153.04,90
40938,BROMFLEET ALERT,QLD,0,-27.91,153.1,28
40939,BEAUDESERT ALERT,QLD,0,-27.97,152.99,50
40940,YARRAHAPPINI ALERT,QLD,0,-27.83,152.99,40
40941,KOORALBYN ALERT,QLD,0,-28.07,152.85,326
40942,PALEN CREEK ALERT,QLD,0,-28.32,152.77,220
40943,DIECKMANS BRIDGE ALERT,QLD,0,-28.25,152.89,105
40944,RUDDS LANE ALERT,QLD,0,-28.17,152.98,87
40945,ROUND MOUNTAIN ALERT,QLD,0,-28.07,152.93,62
40946,RATHDOWNEY ALERT,QLD,0,-28.22,152.87,84
40947,CROFTBY ALERT,QLD,0,-28.15,152.57,173
40948,KNAPPS PEAK ALERT,QLD,0,-28.15,152.74,278
40949,BOONAH ALERT,QLD,0,-28,152.69,110
40958,REDCLIFFE,QLD,0,-27.22,153.09,13
40969,GODWIN BEACH,QLD,0,-27.07,153.11,7
40978,BRIBIE ISLAND ALERT,QLD,0,-27.08,153.18,7
40979,MORAYFIELD (PETERSEN RD) ALERT,QLD,0,-27.12,152.94,24
40980,DECEPTION BAY ALERT,QLD,0,-27.18,153.02,4
40981,BURLEIGH WATERS ALERT,QLD,0,-28.08,153.43,-999
40983,BEAUDESERT DRUMLEY STREET,QLD,0,-27.97,152.99,48
40985,BELLBIRD PARK (PURSER RD) AL,QLD,0,-27.67,152.87,57
40988,NAMBOUR DAFF - HILLSIDE,QLD,0,-26.64,152.94,53
40993,GYMPIE ALERT,QLD,0,-26.19,152.66,37
40998,CALOUNDRA AIRPORT,QLD,0,-26.8,153.11,9
41085,QUEEN MARY FALLS,QLD,0,-28.33,152.39,895
41090,DARR CREEK AL,QLD,0,-26.54,151.13,393
41092,BALLON AL,QLD,0,-26.45,150.89,335
41095,STANTHORPE LESLIE PARADE,QLD,0,-28.66,151.93,784
41100,TEXAS POST OFFICE,QLD,0,-28.85,151.17,295
41112,GIDDI GIDDI SOUTH TM,QLD,0,-28.4,150.05,196
41124,KILBRONAE TM,QLD,0,-28.28,150.37,225
41152,LANGLEY TM,QLD,0,-27.98,150.92,360
41162,BYBERA TM,QLD,0,-28.27,150.81,290
41169,KERIMBILLA TM,QLD,0,-28.39,150.48,225
41175,APPLETHORPE,QLD,0,-28.62,151.95,872
41230,LIMEVALE TM,QLD,0,-28.73,151.18,320
41348,WYAGA TM,QLD,0,-28.17,150.64,267
41359,OAKEY AERO,QLD,0,-27.4,151.74,406
41415,WARAHGAI TM,QLD,0,-28.24,151.53,488
41489,MEDPARK BRIDGE TM,QLD,0,-28.3,150.29,216
41490,BRIGALOW BRIDGE TM,QLD,0,-26.9,150.78,297
41491,BARONGAROOK TM,QLD,0,-28.43,151.47,20
41495,TERRAINE TM,QLD,0,-28.48,151.28,318
41503,WARWICK (SCOTS COLLEGE) TM,QLD,0,-28.22,152.05,446
41506,BENGALLA TM,QLD,0,-28.66,150.67,228
41507,NEW KILDONAN TM,QLD,0,-28.67,150.45,230
41508,O\'CONNOR TM,QLD,0,-27.73,150.65,300
41514,LEYBURN TM,QLD,0,-28.03,151.58,-999
41515,FELTON TM,QLD,0,-27.85,151.68,405
41516,ALLORA TM,QLD,0,-28.03,152.02,471
41519,BOOBA SANDS TM,QLD,0,-28.58,150.85,-999
41522,DALBY AIRPORT,QLD,0,-27.16,151.26,346
41525,WARWICK,QLD,0,-28.21,152.1,475
41529,TOOWOOMBA AIRPORT,QLD,0,-27.54,151.91,641
41530,YANGAN ALERT,QLD,0,-28.2,152.22,496
41531,GLENGALLAN CREEK ALERT,QLD,0,-28.12,152.06,460
41532,CONNOLLY DAM ALERT,QLD,0,-28.36,152,540
41534,WARWICK ALERT,QLD,0,-28.21,152.03,448
41535,ELBOW VALLEY ALERT,QLD,0,-28.37,152.14,469
41537,KILLARNEY ALERT,QLD,0,-28.34,152.29,507
41545,DUNMORE EXCHANGE TM,QLD,0,-27.65,150.91,350
41546,AVOCA TM,QLD,0,-27.98,150.52,290
41547,WALLANGARRA TM,QLD,0,-28.92,151.93,877
41548,TEXAS TM,QLD,0,-28.87,151.16,272
41550,GRAYS GATE EXCHANGE TM,QLD,0,-27.99,151.28,400
41551,BELGRAE PARK ALERT,QLD,0,-26.97,151.48,480
41560,GOONDIWINDI AIRPORT,QLD,0,-28.52,150.32,217
42025,HORSE CREEK AL,QLD,0,-26.55,150.63,350
42036,BAWNDUGGIE AL,QLD,0,-26.16,150.84,380
42053,FLINTON,QLD,0,-27.89,149.56,215
42102,RIPPLE DOWNS AL,QLD,0,-27.94,150.14,248
42104,SURREY TM,QLD,0,-28.38,149.67,190
42105,NINDIGULLY TM,QLD,0,-28.42,148.83,25
42106,FENTON TM,QLD,0,-28.94,148.74,30
42111,KINKORA,QLD,0,-27.83,149.68,250
42112,MILES CONSTANCE STREET,QLD,0,-26.66,150.18,305
42115,LUNDAVRA TM,QLD,0,-28.07,149.98,240
42116,ARDEN DOWNS TM,QLD,0,-28.23,149.56,230
43006,MOOGA HILLS TM,QLD,0,-26.25,148.95,380
43008,SPRINGDALE TM,QLD,0,-26.17,148.66,400
43015,INJUNE POST OFFICE,QLD,0,-25.84,148.57,390
43020,MITCHELL POST OFFICE,QLD,0,-26.49,147.98,337
43033,TINDARRA TM,QLD,0,-26.47,148.8,350
43035,SURAT,QLD,0,-27.16,149.07,246
43051,PINE HILLS TM,QLD,0,-26.26,149.24,350
43054,INJUNE TM,QLD,0,-25.84,148.57,390
43063,SURAT,QLD,0,-27.15,149.07,228
43091,ROMA AIRPORT,QLD,0,-26.55,148.77,307
43097,TEELBA,QLD,0,-27.76,149.4,237
43100,OLD CASHMERE TM,QLD,0,-27.73,148.47,24
43101,WERIBONE TM,QLD,0,-27.31,148.83,215
43102,MITCHELL TM,QLD,0,-26.49,147.98,326
43105,TABERS TM,QLD,0,-26.41,148.78,315
43108,BENDOBA TM,QLD,0,-25.96,148.39,470
43109,ST GEORGE AIRPORT,QLD,0,-28.05,148.6,199
44021,CHARLEVILLE AERO,QLD,0,-26.41,146.26,302
44026,CUNNAMULLA POST OFFICE,QLD,0,-28.07,145.68,189
44211,CHESTERTON TM,QLD,0,-25.34,147.3,520
44212,DUNVEGAN TM,QLD,0,-26.12,146.62,400
44229,CHARLEVILLE AL,QLD,0,-26.4,146.24,288
44230,BINNOWEE AL,QLD,0,-26.48,146.09,200
44231,MYENDETTA AL,QLD,0,-26.55,146.02,308
44232,THE 27 MILE GARDEN AL,QLD,0,-26.08,146.42,324
44234,BARRADEEN AL,QLD,0,-26.04,146.43,355
45009,BALLERA GAS FIELD,QLD,0,-27.4,141.81,115
45025,THARGOMINDAH AIRPORT,QLD,0,-27.99,143.82,131
46012,WILCANNIA AERODROME AWS,NSW,0,-31.52,143.39,94
46126,TIBOOBURRA AIRPORT,NSW,0,-29.44,142.06,176
46128,FOWLERS GAP AWS,NSW,0,-31.09,141.7,181
46129,WHITE CLIFFS AWS,NSW,0,-30.85,143.07,158
46136,WANAARING (BORRONA DOWNS AWS),NSW,0,-29.76,143.11,121
46137,BOULLIA,NSW,0,-30.07,141.88,100
46140,WHITE CLIFFS (MT JACK),NSW,0,-30.87,143.71,103
46142,SMITHVILLE AWS,NSW,0,-30.07,141.01,94
47016,LAKE VICTORIA STORAGE,NSW,0,-34.04,141.27,26
47048,BROKEN HILL AIRPORT AWS,NSW,0,-32,141.47,281
48015,BREWARRINA HOSPITAL,NSW,0,-29.96,146.87,115
48027,COBAR MO,NSW,0,-31.48,145.83,260
48237,COBAR AIRPORT AWS,NSW,0,-31.54,145.8,218
48243,LIGHTNING RIDGE VISITOR INFORMATION CENT,NSW,0,-29.43,147.97,154
48245,BOURKE AIRPORT AWS,NSW,0,-30.04,145.95,107
48246,BURRAWANTIE,NSW,0,-29.15,145.41,143
48249,BYROCK (KNIGHTVALE),NSW,0,-30.49,146.33,143
48250,NOONA AWS,NSW,0,-31.73,144.93,179
48254,ANGLEDOOL (ANGLEDOOL STATION) COMPARISON,NSW,0,-29.12,147.9,149
48255,LIGHTNING RIDGE AIRPORT,NSW,0,-29.45,147.98,164
48256,WEILMORINGLE (CARINGLE) COMPARISON,NSW,0,-29.35,146.81,126
49000,IVANHOE AERODROME AWS,NSW,0,-32.88,144.31,100
49136,EUABALONG (MOUNT HOPE AWS),NSW,0,-32.83,145.88,209
49138,BOOLIGAL (YARTO) COMPARISON,NSW,0,-33.52,144.77,95
50017,WEST WYALONG AIRPORT AWS,NSW,0,-33.94,147.2,257
50137,CONDOBOLIN AIRPORT AWS,NSW,0,-33.07,147.21,193
50144,DANDALOO (HAZELBROOK) COMPARISON,NSW,0,-32.38,147.73,209
51049,TRANGIE RESEARCH STATION AWS,NSW,0,-31.99,147.95,215
51160,GILGANDRA (ROSEWOOD),NSW,0,-31.7,148.63,288
51161,COONAMBLE AIRPORT AWS,NSW,0,-30.98,148.38,181
51162,WALGETT (BREWON AWS),NSW,0,-30.24,147.53,130
51164,GIRILAMBONE (OKEH) AWS,NSW,0,-31.08,146.93,178
51165,QUAMBONE STATION COMPARISON,NSW,0,-30.93,147.87,155
52020,MUNGINDI POST OFFICE,NSW,0,-28.98,148.99,160
52088,WALGETT AIRPORT AWS,NSW,0,-30.04,148.12,133
53115,MOREE AERO,NSW,0,-29.49,149.85,213
54003,BARRABA (CLIFTON LANE),NSW,0,-30.38,150.61,499
54021,BARRABA (MOUNT LINDSAY),NSW,0,-30.32,150.27,869
54038,NARRABRI AIRPORT AWS,NSW,0,-30.32,149.83,229
54076,KINGS PLAINS (WINDERMERE),NSW,0,-29.64,151.43,-999
54121,BUKKULLA (RFS),NSW,0,-29.5,151.13,581
54153,CARODA (PALEROO),NSW,0,-30.12,150.13,488
55024,GUNNEDAH RESOURCE CENTRE,NSW,0,-31.03,150.27,307
55046,PINE RIDGE (BILLABONG),NSW,0,-31.53,150.44,340
55049,QUIRINDI POST OFFICE,NSW,0,-31.51,150.68,390
55136,WOOLBROOK (WOOLBROOK ROAD),NSW,0,-30.97,151.35,925
55202,GUNNEDAH AIRPORT AWS,NSW,0,-30.95,150.25,263
55245,NUNDLE (KEEVA),NSW,0,-31.5,151.03,670
55257,DURI (DUNGOWAN RD),NSW,0,-31.22,150.82,456
55262,OGUNBIL (AMAROO),NSW,0,-31.35,151.32,585
55308,BENDEMEER (BONNA),NSW,0,-30.88,151.16,830
55309,DUNGOWAN (GLENDOWER MOUNTAIN (LECONFIELD,NSW,0,-31.15,151.23,1050
55312,MANILLA (MUSEUM),NSW,0,-30.75,150.72,358
55313,GOONOO GOONOO (GOONOO GOONOO CREEK),NSW,0,-31.27,150.92,450
55321,MULLA CROSSING (COCKBURN RIVER),NSW,0,-31.06,151.13,-999
55325,TAMWORTH AIRPORT AWS,NSW,0,-31.07,150.84,395
55336,NUNDLE (HEAD OF THE PEEL),NSW,0,-31.6,151.14,-999
55337,CRAWNEY MOUNTAIN,NSW,0,-31.59,151,1444
56006,BUNDARRA POST OFFICE,NSW,0,-30.17,151.08,654
56018,INVERELL RESEARCH CENTRE,NSW,0,-29.78,151.08,664
56032,TENTERFIELD (FEDERATION PARK),NSW,0,-29.05,152.02,838
56034,URALLA (DUMARESQ ST),NSW,0,-30.64,151.49,1012
56037,ARMIDALE (TREE GROUP NURSERY),NSW,0,-30.52,151.67,987
56038,WYLIE CREEK (ALOOMBA),NSW,0,-28.55,152.16,675
56161,GUYRA (GOWAN BRAE),NSW,0,-30.16,151.88,1325
56229,GUYRA HOSPITAL,NSW,0,-30.21,151.68,1329
56237,INVERELL (ELSMORE VILLAGE),NSW,0,-29.8,151.27,700
56238,ARMIDALE AIRPORT AWS,NSW,0,-30.53,151.62,1079
56240,GUYRA (BOX POINT),NSW,0,-30.33,151.73,1340
56242,INVERELL (RAGLAN ST),NSW,0,-29.78,151.11,582
56243,GLEN INNES AIRPORT AWS,NSW,0,-29.68,151.69,1044
56245,BEN LOMOND (BEULAH),NSW,0,-29.96,151.61,1457
57014,GLEN ELGIN (GLENBROOK),NSW,0,-29.56,152.14,895
57020,URBENVILLE,NSW,0,-28.47,152.55,378
57079,WOLLOMOMBI (WOLLOMOMBI RIVER),NSW,0,-30.52,152.04,900
57091,URALLA (BLUE NOBBY),NSW,0,-30.72,151.85,1067
57095,TABULAM (MUIRNE),NSW,0,-28.76,152.45,555
57123,NEWTON BOYD (ABBEY GREEN),NSW,0,-29.76,152.21,325
57124,POINT LOOKOUT,NSW,0,-30.48,152.4,1550
58005,BRAYS CREEK (MISTY MOUNTAIN),NSW,0,-28.4,153.17,130
58012,YAMBA PILOT STATION,NSW,0,-29.43,153.36,27
58028,COALDALE (BELLONA),NSW,0,-29.38,152.79,140
58068,LAWRENCE ROAD (PRINGLES WAY),NSW,0,-29.41,153.02,110
58077,GRAFTON RESEARCH STN,NSW,0,-29.62,152.96,25
58079,PILLAR VALLEY,NSW,0,-29.75,153.11,15
58080,WOOLI BEACH,NSW,0,-29.86,153.26,5
58099,WHIPORIE POST OFFICE,NSW,0,-29.28,152.99,50
58148,LILLIAN ROCK (WILLIAMS ROAD),NSW,0,-28.53,153.15,345
58158,MURWILLUMBAH (BRAY PARK),NSW,0,-28.34,153.38,8
58161,GRAFTON AIRPORT AWS,NSW,0,-29.76,153.03,25
58162,NASHUA (WILSONS RIVER),NSW,0,-28.73,153.46,30
58167,UKI (TWEED RIVER),NSW,0,-28.41,153.33,30
58180,NIMBIN (GOOLMANGAR CREEK),NSW,0,-28.61,153.21,60
58186,NORTH MURWILLUMBAH (TWEED RIVER),NSW,0,-28.33,153.4,-999
58194,DAIRY FLAT,NSW,0,-28.38,152.72,235
58198,BALLINA AIRPORT AWS,NSW,0,-28.84,153.56,1
58199,ROCK VALLEY (LEYCESTER CREEK),NSW,0,-28.74,153.16,20
58202,BENTLEY (BACK CREEK),NSW,0,-28.74,153.08,40
58204,BOAT HARBOUR (ROUS RIVER),NSW,0,-28.32,153.35,30
58206,CORNDALE (COOPERS CREEK),NSW,0,-28.72,153.36,25
58207,BUSBYS FLAT,NSW,0,-29.04,152.81,105
58208,CASINO AIRPORT AWS,NSW,0,-28.88,153.06,21
58212,EVANS HEAD RAAF BOMBING RANGE AWS,NSW,0,-29.18,153.4,63
58214,LISMORE AIRPORT AWS,NSW,0,-28.83,153.26,9
58216,BYRON BAY (CAPE BYRON AWS),NSW,0,-28.64,153.64,95
58222,MINNIE WATER (PUMP SHED),NSW,0,-29.78,153.26,30
58233,BYRON BAY,NSW,0,-28.65,153.62,18
59007,KEMPSEY AIRPORT AWS,NSW,0,-31.07,152.77,13
59032,TAYLORS ARM,NSW,0,-30.78,152.7,80
59045,MELDRUM (COOLAWARRAH),NSW,0,-30.36,152.49,1230
59054,GLENREAGH (CORAMBA STREET),NSW,0,-30.05,152.98,67
59078,PROMISED LAND (BELLINGEN (CRYSTAL CREEK),NSW,0,-30.35,152.9,105
59131,MILLBANK,NSW,0,-30.88,152.61,70
59138,BOWRA SUGARLOAF,NSW,0,-30.66,152.65,870
59139,NANA GLEN (COWLING CLOSE),NSW,0,-30.1,153,70
59146,KALANG (KOOROOWI (SHARABEL)),NSW,0,-30.47,152.82,86
59151,COFFS HARBOUR AIRPORT,NSW,0,-30.32,153.12,4
59152,LOWANNA (LOWANNA ROAD),NSW,0,-30.21,152.91,555
60013,FORSTER - TUNCURRY MARINE RESCUE,NSW,0,-32.18,152.51,4
60015,GLOUCESTER POST OFFICE,NSW,0,-32.01,151.96,105
60042,CRAVEN (LONGVIEW),NSW,0,-32.15,151.95,130
60052,UPPER ROLLANDS PLAINS (GREENACRES),NSW,0,-31.23,152.59,96
60065,WOOTTON,NSW,0,-32.29,152.3,-999
60069,COOPLACURRIPA,NSW,0,-31.63,151.96,252
60085,YARRAS (MOUNT SEAVIEW),NSW,0,-31.39,152.25,155
60095,BUNGWAHL,NSW,0,-32.38,152.38,-999
60096,CABBAGE TREE MOUNTAIN,NSW,0,-32.26,152.12,-999
60099,CRAWFORD RIVER (CRAWFORD),NSW,0,-32.44,152.16,-999
60103,KRAMBACH (TIPPERARY),NSW,0,-32.06,152.12,180
60104,NOWENDOC (GREEN HILLS),NSW,0,-31.41,151.6,1130
60117,MOUNT GEORGE (MANNING RIVER),NSW,0,-31.88,152.15,15
60141,TAREE AIRPORT AWS,NSW,0,-31.89,152.51,8
60148,WILLINA,NSW,0,-32.16,152.26,-999
60152,COBARK,NSW,0,-31.96,151.73,300
60153,MOPPY LOOKOUT (BARRINGTON TOPS),NSW,0,-31.89,151.56,1340
60155,WAUKIVORY,NSW,0,-32.13,152.06,158
60161,COMBOYNE (PUBLIC SCHOOL),NSW,0,-31.61,152.47,617
60162,COOPLACURRIPA (HAWKINS RD),NSW,0,-31.59,151.83,-999
60163,YARRAS MOUNTAIN,NSW,0,-31.46,152.32,679
60164,YARROWITCH (RUSHBROOK),NSW,0,-31.35,152.01,1168
60168,PORT MACQUARIE AIRPORT AWS,NSW,0,-31.43,152.87,5
61024,GRESFORD POST OFFICE,NSW,0,-32.43,151.54,85
61055,NEWCASTLE NOBBYS SIGNAL STATION AWS,NSW,0,-32.92,151.8,33
61056,POKOLBIN (BEN EAN),NSW,0,-32.8,151.28,140
61078,WILLIAMTOWN RAAF,NSW,0,-32.79,151.84,8
61092,ELDERSLIE,NSW,0,-32.59,151.33,45
61100,BROKE (HARROWBY),NSW,0,-32.77,151.09,76
61110,HOWES VALLEY (COMMISSION RD),NSW,0,-32.87,150.79,235
61195,MURRURUNDI (TIMOR),NSW,0,-31.77,151.08,415
61209,PUTTY TEA ROOMS,NSW,0,-32.96,150.68,280
61226,WOLLOMBI (ST JOHNS CHURCH),NSW,0,-32.94,151.14,97
61250,PATERSON (TOCAL AWS),NSW,0,-32.63,151.59,30
61268,MAITLAND BELMORE BRIDGE (HUNTER RIVER),NSW,0,-32.73,151.56,-999
61287,MERRIWA (ROSCOMMON),NSW,0,-32.19,150.17,375
61290,UPPER ALLYN TOWNSHIP,NSW,0,-32.16,151.49,315
61334,GLEN ALICE,NSW,0,-33.05,150.23,320
61336,PUTTY (THE GIBBA),NSW,0,-33.16,150.68,330
61349,GOSTWYCK BRIDGE (PATERSON RIVER),NSW,0,-32.57,151.61,-999
61350,UPPER CHICHESTER (SIMMONDS),NSW,0,-32.17,151.59,265
61360,SCONE (KINGDON PONDS),NSW,0,-32.05,150.85,198
61363,SCONE AIRPORT AWS,NSW,0,-32.03,150.83,221
61366,NORAH HEAD AWS,NSW,0,-33.28,151.58,19
61373,PARKVILLE (KINGDON PONDS),NSW,0,-31.96,150.86,200
61375,MANGROVE MOUNTAIN AWS,NSW,0,-33.29,151.21,305
61382,WYONG (KULNURA (JEAVONS)),NSW,0,-33.17,151.22,270
61392,MURRURUNDI GAP AWS,NSW,0,-31.74,150.79,729
61412,COORANBONG (LAKE MACQUARIE AWS),NSW,0,-33.09,151.46,6
61413,CAREYS PEAK (BARRINGTON TOPS),NSW,0,-32.05,151.47,1430
61415,DUNGOG (UPPER MYALL CREEK),NSW,0,-32.35,151.64,217
61419,MOUNT PALMER,NSW,0,-31.83,150.35,1050
61420,MIRANNIE (MAERANIE STATION),NSW,0,-32.39,151.37,178
61421,CRANKY CORNER (TANGORY MOUNTAIN),NSW,0,-32.56,151.38,458
61422,MILBRODALE SCHOOL,NSW,0,-32.7,151.01,88
61423,BAERAMI (THE OLD DAIRY),NSW,0,-32.38,150.49,205
61425,GOSFORD AWS,NSW,0,-33.44,151.36,7
61428,MAITLAND AIRPORT AWS,NSW,0,-32.7,151.49,28
61430,SINGLETON DEFENCE AWS,NSW,0,-32.7,151.16,125
61431,MURRURUNDI (HAYDON STREET),NSW,0,-31.77,150.84,467
62036,ULAN WATER,NSW,0,-32.28,149.74,420
62100,NULLO MOUNTAIN AWS,NSW,0,-32.72,150.23,1130
62101,MUDGEE AIRPORT AWS,NSW,0,-32.56,149.61,471
62106,MOLONG (BONNIE DOON),NSW,0,-32.99,148.93,560
62107,BYLONG (GLENVIEW),NSW,0,-32.47,150.11,566
62108,CASSILIS (THISTLEDALE),NSW,0,-32.03,150.02,548
63032,GOLSPIE (AYRSTON),NSW,0,-34.28,149.67,855
63039,KATOOMBA (FARNELLS RD),NSW,0,-33.71,150.3,1017
63061,TRUNKEY (OLD POST OFFICE),NSW,0,-33.82,149.32,840
63076,SOFALA OLD POST OFFICE,NSW,0,-33.08,149.69,579
63081,FAULCONBRIDGE (GREAT WESTERN HWY),NSW,0,-33.69,150.55,428
63226,LITHGOW (COOERWULL),NSW,0,-33.48,150.13,900
63245,MANDURAMA POST OFFICE,NSW,0,-33.65,149.08,661
63264,NEWBRIDGE (STRINGYBARK RD),NSW,0,-33.57,149.38,952
